  Time                 , (MAX(V(Cgs:2,Cds:1)))@1, (MAX(V(Cgs:2,Cds:1)))@2, (MAX(V(Cgs:2,Cds:1)))@3, (MAX(V(Cgs:2,Cds:1)))@4, (MAX(V(Cgs:2,Cds:1)))@5, (MAX(V(Cgs:2,Cds:1)))@6, (MAX(V(Cgs:2,Cds:1)))@7, (MAX(V(Cgs:2,Cds:1)))@8, (MAX(V(Cgs:2,Cds:1)))@9, (MAX(V(Cgs:2,Cds:1)))@10, (MAX(V(Cgs:2,Cds:1)))@11, (MAX(V(Cgs:2,Cds:1)))@12, (MAX(V(Cgs:2,Cds:1)))@13, (MAX(V(Cgs:2,Cds:1)))@14, (MAX(V(Cgs:2,Cds:1)))@15, (MAX(V(Cgs:2,Cds:1)))@16, (MAX(V(Cgs:2,Cds:1)))@17, (MAX(V(Cgs:2,Cds:1)))@18, (MAX(V(Cgs:2,Cds:1)))@19, (MAX(V(Cgs:2,Cds:1)))@20, (MAX(V(Cgs:2,Cds:1)))@21, (MAX(V(Cgs:2,Cds:1)))@22, (MAX(V(Cgs:2,Cds:1)))@23, (MAX(V(Cgs:2,Cds:1)))@24, (MAX(V(Cgs:2,Cds:1)))@25, (MAX(V(Cgs:2,Cds:1)))@26, (MAX(V(Cgs:2,Cds:1)))@27, (MAX(V(Cgs:2,Cds:1)))@28, (MAX(V(Cgs:2,Cds:1)))@29, (MAX(V(Cgs:2,Cds:1)))@30, (MAX(V(Cgs:2,Cds:1)))@31, (MAX(V(Cgs:2,Cds:1)))@32, (MAX(V(Cgs:2,Cds:1)))@33, (MAX(V(Cgs:2,Cds:1)))@34, (MAX(V(Cgs:2,Cds:1)))@35
  1.356984055563e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.357984063177e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.358984070792e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.359984078406e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.360984086021e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.361984093635e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.362984101250e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.363984108864e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.364984116479e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.365984124093e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.366984131708e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.367984139322e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.368984146937e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.369984154551e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.370984162166e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.371984169780e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.372984177395e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.373984185009e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.374984192624e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.375984200238e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.376984207853e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.377984215467e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.378984223082e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.379984230696e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.380984238311e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.381984245925e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.382984253540e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.383984261154e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.384984268769e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  1.385984276383e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
